tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|AABB|Asia Broadband Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|6753871|171|2025-12-15
OTC|AABB|Asia Broadband Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|40313|3|2025-12-15
OTC|AACAY|AAC Technologies Holdings Inc Unsponsored ADR (Cayman Islands)|ARCA GLOBAL OTC|ARCA|12746|56|2025-12-15
OTC|AACAY|AAC Technologies Holdings Inc Unsponsored ADR (Cayman Islands)|OTCN OTC LINK NQB IDQS|OTCN|10563|54|2025-12-15
OTC|AACAY|AAC Technologies Holdings Inc Unsponsored ADR (Cayman Islands)|OTCX OTC LINK ECN ATS|OTCX|2646|28|2025-12-15
OTC|AAGAF|SILVER47 EXPL CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|106824|25|2025-12-15
OTC|AAGAF|SILVER47 EXPL CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|29850|14|2025-12-15
OTC|AAGC|All American Gold Corp. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1055000|5|2025-12-15
OTC|AAGFF|Aftermath Silver Ltd Ordinary Shares|ARCA GLOBAL OTC|ARCA|20013|5|2025-12-15
OTC|AAGFF|Aftermath Silver Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|95144|19|2025-12-15
OTC|AAGFF|Aftermath Silver Ltd Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|910|4|2025-12-15
OTC|AAGIY|AIA Group, Ltd. Sponsored American Depository Receipt (Hong Kong)|ARCA GLOBAL OTC|ARCA|258368|1004|2025-12-15
OTC|AAGIY|AIA Group, Ltd. Sponsored American Depository Receipt (Hong Kong)|OTCN OTC LINK NQB IDQS|OTCN|93919|288|2025-12-15
OTC|AAGIY|AIA Group, Ltd. Sponsored American Depository Receipt (Hong Kong)|OTCX OTC LINK ECN ATS|OTCX|74204|423|2025-12-15
OTC|AAIRF|AMERICAN AIRES INC COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|937|4|2025-12-15
OTC|AALNS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER ALLEN|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|350|36|2025-12-15
OTC|AAMCF|Altisource Asset Mgmt Corp|OTCX OTC LINK ECN ATS|OTCX|1838|3|2025-12-15
OTC|AARYS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ARYA|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|567|56|2025-12-15
OTC|AATRL|AMG CAP TR II CONV TR 5.15% PFD SECS 10/15/2037|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|AAUAF|ALMADEN MINERALS LTD COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|246|3|2025-12-15
OTC|AAVMY|Abn Amro BK N V Amsterdam Brh American Depositary Receipts - Unsponsored (Netherlands)|ARCA GLOBAL OTC|ARCA|1750|26|2025-12-15
OTC|AAVMY|Abn Amro BK N V Amsterdam Brh American Depositary Receipts - Unsponsored (Netherlands)|OTCN OTC LINK NQB IDQS|OTCN|2350|10|2025-12-15
OTC|AAVMY|Abn Amro BK N V Amsterdam Brh American Depositary Receipts - Unsponsored (Netherlands)|OTCX OTC LINK ECN ATS|OTCX|2503|37|2025-12-15
OTC|AAVVF|Advantage Energy Ltd. Ordinary Shares|ARCA GLOBAL OTC|ARCA|1|1|2025-12-15
OTC|AAVVF|Advantage Energy Ltd. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|201|3|2025-12-15
OTC|AAVVF|Advantage Energy Ltd. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|300|3|2025-12-15
OTC|AAWH|ASCEND WELLNESS HOLDINGS INC CL A|OTCN OTC LINK NQB IDQS|OTCN|33200|16|2025-12-15
OTC|AAWH|ASCEND WELLNESS HOLDINGS INC CL A|OTCX OTC LINK ECN ATS|OTCX|34256|125|2025-12-15
OTC|ABBNY|ABB LTD American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|204487|1710|2025-12-15
OTC|ABBNY|ABB LTD American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|64072|412|2025-12-15
OTC|ABBNY|ABB LTD American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|53856|692|2025-12-15
OTC|ABBRF|ABRASILVER RESOURCE CORP COM NEW (Canada)|ARCA GLOBAL OTC|ARCA|13147|30|2025-12-15
OTC|ABBRF|ABRASILVER RESOURCE CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|28871|75|2025-12-15
OTC|ABBRF|ABRASILVER RESOURCE CORP COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|32777|113|2025-12-15
OTC|ABCP|AmBase Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|8465|3|2025-12-15
OTC|ABEPF|Vision Lithium Inc Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|23000|3|2025-12-15
OTC|ABEPF|Vision Lithium Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|3508|6|2025-12-15
OTC|ABIT|ATHENA BITCOIN GLOBAL Common Stock|OTCN OTC LINK NQB IDQS|OTCN|940391|29|2025-12-15
OTC|ABMBF|Abcourt Mines Inc Cl-B (F) Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|121033|6|2025-12-15
OTC|ABMBF|Abcourt Mines Inc Cl-B (F) Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|90075|3|2025-12-15
OTC|ABNAF|Aben Gold Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|35000|3|2025-12-15
OTC|ABNAF|Aben Gold Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|8000|1|2025-12-15
OTC|ABQQ|AB INTL GROUP CORP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|3556764|14|2025-12-15
OTC|ABRKS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER BRECKENRIDGE|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1003|95|2025-12-15
OTC|ABSSF|AIRBOSS OF AMER CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|300|1|2025-12-15
OTC|ABSSF|AIRBOSS OF AMER CORP COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|174|1|2025-12-15
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|ARCA GLOBAL OTC|ARCA|11811|51|2025-12-15
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|14905|49|2025-12-15
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|OTCX OTC LINK ECN ATS|OTCX|5839|40|2025-12-15
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|ARCA GLOBAL OTC|ARCA|20235|43|2025-12-15
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|OTCN OTC LINK NQB IDQS|OTCN|4144|14|2025-12-15
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|OTCX OTC LINK ECN ATS|OTCX|1010|4|2025-12-15
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|ARCA GLOBAL OTC|ARCA|2192|7|2025-12-15
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|5075|20|2025-12-15
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|7232|35|2025-12-15
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|ARCA GLOBAL OTC|ARCA|14844|205|2025-12-15
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|OTCN OTC LINK NQB IDQS|OTCN|8150|75|2025-12-15
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|OTCX OTC LINK ECN ATS|OTCX|7304|120|2025-12-15
OTC|ACGP|ASSOCIATED CAP GROUP INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|13|1|2025-12-15
OTC|ACGP|ASSOCIATED CAP GROUP INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|152|2|2025-12-15
OTC|ACGX|Alliance Creative Group, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|5099|2|2025-12-15
OTC|ACGX|Alliance Creative Group, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|12400|2|2025-12-15
OTC|ACHFF|ARch Biopartners Inc. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|13700|17|2025-12-15
OTC|ACHFF|ARch Biopartners Inc. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|400|2|2025-12-15
OTC|ACHFF|ARch Biopartners Inc. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|4800|5|2025-12-15
OTC|ACLLF|Atco Ltd  Cl I Nv Cda Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|392|2|2025-12-15
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|ARCA GLOBAL OTC|ARCA|288|10|2025-12-15
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|162|3|2025-12-15
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|160|1|2025-12-15
OTC|ACMB|Agro Capital Management Corp Common Stock|OTCN OTC LINK NQB IDQS|OTCN|116509|8|2025-12-15
OTC|ACMIF|ALLIED CRITICAL METALS INC Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1875|2|2025-12-15
OTC|ACOPY|The A2 Milk Co Ltd Unsponsored ADR (New Zealand)|ARCA GLOBAL OTC|ARCA|1094|7|2025-12-15
OTC|ACOPY|The A2 Milk Co Ltd Unsponsored ADR (New Zealand)|OTCN OTC LINK NQB IDQS|OTCN|1200|3|2025-12-15
OTC|ACOPY|The A2 Milk Co Ltd Unsponsored ADR (New Zealand)|OTCX OTC LINK ECN ATS|OTCX|510|3|2025-12-15
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|ARCA GLOBAL OTC|ARCA|19926|41|2025-12-15
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|OTCN OTC LINK NQB IDQS|OTCN|9382|20|2025-12-15
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|OTCX OTC LINK ECN ATS|OTCX|2520|5|2025-12-15
OTC|ADAPY|ADAPTIMMUNE THERAPEUTICS PLC American Depositary Shares - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|1585162|261|2025-12-15
OTC|ADAPY|ADAPTIMMUNE THERAPEUTICS PLC American Depositary Shares - Sponsored|OTCX OTC LINK ECN ATS|OTCX|299817|385|2025-12-15
OTC|ADBRF|ALDEBARAN RES INC Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|600|2|2025-12-15
OTC|ADBRF|ALDEBARAN RES INC Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|2000|1|2025-12-15
OTC|ADCOF|Adcore Inc Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|451|1|2025-12-15
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|32565|349|2025-12-15
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|20643|220|2025-12-15
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|36247|377|2025-12-15
OTC|ADHC|American Diversified Holdings Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|90000|1|2025-12-15
OTC|ADIA|Adia Nutrition, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5000|1|2025-12-15
OTC|ADNH|ADVENT TECHNOLOGIES HLDGS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|32250|48|2025-12-15
OTC|ADNH|ADVENT TECHNOLOGIES HLDGS INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|1706|17|2025-12-15
OTC|ADOOY|PT Alamtri Resources Indonesia Tbk American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|216|3|2025-12-15
OTC|ADPXY|Audio Pixels Holdings Ltd Sponsored ADR (Australia)|ARCA GLOBAL OTC|ARCA|24|7|2025-12-15
OTC|ADPXY|Audio Pixels Holdings Ltd Sponsored ADR (Australia)|OTCN OTC LINK NQB IDQS|OTCN|2397|65|2025-12-15
OTC|ADPXY|Audio Pixels Holdings Ltd Sponsored ADR (Australia)|OTCX OTC LINK ECN ATS|OTCX|83|10|2025-12-15
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|19623|131|2025-12-15
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|13599|70|2025-12-15
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|12697|81|2025-12-15
OTC|ADRZY|Andritz Ag Graz Unsponsored ADR (Austria)|OTCN OTC LINK NQB IDQS|OTCN|500|2|2025-12-15
OTC|ADTI|Adapti, Inc.  Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1|1|2025-12-15
OTC|ADWPF|ANDREW PELLER LTD CL A (Canada)|OTCX OTC LINK ECN ATS|OTCX|101|1|2025-12-15
OTC|ADXS|Ayala Pharmaceuticals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|259|5|2025-12-15
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|ARCA GLOBAL OTC|ARCA|384092|2093|2025-12-15
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|OTCN OTC LINK NQB IDQS|OTCN|209832|1012|2025-12-15
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|OTCX OTC LINK ECN ATS|OTCX|284264|1848|2025-12-15
OTC|AEBZY|Anadolu Efes Biracilik Ve Malt Sanayi AS Sponsored ADR Reg S (Turkey)|OTCN OTC LINK NQB IDQS|OTCN|2720|1|2025-12-15
OTC|AEGXF|AECON GROUP INC Ordinary Shares|ARCA GLOBAL OTC|ARCA|500|1|2025-12-15
OTC|AEGXF|AECON GROUP INC Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|750|3|2025-12-15
OTC|AEGXF|AECON GROUP INC Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|3123|21|2025-12-15
OTC|AEHCS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER WENDELL Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|438|32|2025-12-15
OTC|AEHDS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER WIZARD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|145|21|2025-12-15
OTC|AEHES|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER RESOLANA Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|618|58|2025-12-15
OTC|AEHFS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER NICOLE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1258|70|2025-12-15
OTC|AEHGS|ARRIVED HOMES 5 LLC MEMBERSHIP INT SER GOLDFINGER Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1605|122|2025-12-15
OTC|AEHHS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER TOMLINSON Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|221|24|2025-12-15
OTC|AEHJS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER PRESIDIO Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|210|23|2025-12-15
OTC|AEHKS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER SPANGLER Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|555|44|2025-12-15
OTC|AEHMS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER SATJANON Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|232|29|2025-12-15
OTC|AEHNS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER ARCOLA Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|146|27|2025-12-15
OTC|AEHOS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ADAMS Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|129|13|2025-12-15
OTC|AEHPS|ARRIVED HOMES LLC MEMBERSHIP INT SER WINCHESTER Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|683|59|2025-12-15
OTC|AEHQS|ARRIVED HOMES LLC MEMBERSHIP INT SER THEODORE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1041|69|2025-12-15
OTC|AEHSS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER GENTRY Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|110|15|2025-12-15
OTC|AELLS|ARRIVED HOMES LLC MEMBERSHIP INT SER ELLEN Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1406|133|2025-12-15
OTC|AERG|Applied Energetics, Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|7876|18|2025-12-15
OTC|AERG|Applied Energetics, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|1000|2|2025-12-15
OTC|AETHD|Aether Global Innovations Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|27|1|2025-12-15
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|3608|17|2025-12-15
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|9852|41|2025-12-15
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|12481|66|2025-12-15
OTC|AEYPS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #EYPIR|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|4|2025-12-15
OTC|AFFS|AmTrust Financial Services, Inc. 7.25% Subordinated Notes Due 2055|OTCX OTC LINK ECN ATS|OTCX|16815|8|2025-12-15
OTC|AFFT|AmTrust Financial Services, Inc. 7.50% Subordinated Notes Due 2055|OTCX OTC LINK ECN ATS|OTCX|3970|1|2025-12-15
OTC|AFFU|Affluence Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|19356001|50|2025-12-15
OTC|AFFU|Affluence Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|100000|1|2025-12-15
OTC|AFFY|Affymax, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|65|1|2025-12-15
OTC|AFIB|ACUTUS MED INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|5253|2|2025-12-15
OTC|AFLYY|Air France ADS ADS|ARCA GLOBAL OTC|ARCA|272501|481|2025-12-15
OTC|AFLYY|Air France ADS ADS|OTCN OTC LINK NQB IDQS|OTCN|249816|266|2025-12-15
OTC|AFLYY|Air France ADS ADS|OTCX OTC LINK ECN ATS|OTCX|141023|297|2025-12-15
OTC|AFMJF|ALPHAMIN RESOURCES CORP CLEAN SHARES (Mauritius)|ARCA GLOBAL OTC|ARCA|1000|1|2025-12-15
OTC|AFMJF|ALPHAMIN RESOURCES CORP CLEAN SHARES (Mauritius)|OTCN OTC LINK NQB IDQS|OTCN|3000|2|2025-12-15
OTC|AFMJF|ALPHAMIN RESOURCES CORP CLEAN SHARES (Mauritius)|OTCX OTC LINK ECN ATS|OTCX|800|5|2025-12-15
OTC|AFSIA|Amtrust Financial Services, Inc. 6.75% Non-Cumulative Preferred Stock, Series A|OTCX OTC LINK ECN ATS|OTCX|66|1|2025-12-15
OTC|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|OTCX OTC LINK ECN ATS|OTCX|800|4|2025-12-15
OTC|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|OTCX OTC LINK ECN ATS|OTCX|245|1|2025-12-15
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|OTCX OTC LINK ECN ATS|OTCX|1980|7|2025-12-15
OTC|AFTWS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #FTWDS|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|8|2025-12-15
OTC|AGAGF|ARGENTA SILVER CORP COM (Canada)|ARCA GLOBAL OTC|ARCA|31100|8|2025-12-15
OTC|AGAGF|ARGENTA SILVER CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|265803|39|2025-12-15
OTC|AGAGF|ARGENTA SILVER CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|63654|20|2025-12-15
OTC|AGESY|Ageas Sponsored ADR (Belgium)|ARCA GLOBAL OTC|ARCA|390|8|2025-12-15
OTC|AGESY|Ageas Sponsored ADR (Belgium)|OTCN OTC LINK NQB IDQS|OTCN|473|7|2025-12-15
OTC|AGESY|Ageas Sponsored ADR (Belgium)|OTCX OTC LINK ECN ATS|OTCX|200|4|2025-12-15
OTC|AGFMF|A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|462|4|2025-12-15
OTC|AGFMF|A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|AGIN|American Graphite Technologies Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100548|2|2025-12-15
OTC|AGLXY|AGL Energy Ltd American Depositary Receipts - Sponsored (Australia)|ARCA GLOBAL OTC|ARCA|111|1|2025-12-15
OTC|AGMRF|SILVER MTN RES INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|4300|10|2025-12-15
OTC|AGMRF|SILVER MTN RES INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|10000|22|2025-12-15
OTC|AGNPF|ALGERNON HEALTH INC COM CL A (Canada)|ARCA GLOBAL OTC|ARCA|40|1|2025-12-15
OTC|AGNPF|ALGERNON HEALTH INC COM CL A (Canada)|OTCX OTC LINK ECN ATS|OTCX|800|1|2025-12-15
OTC|AGRPY|Absa Group Ltd American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|67|1|2025-12-15
OTC|AGXPF|SILVER X MNG CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|136616|11|2025-12-15
OTC|AGXPF|SILVER X MNG CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|7700|8|2025-12-15
OTC|AGYP|Allied Energy Corporation. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|360000|5|2025-12-15
OTC|AHADS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER ANNANDALE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|346|35|2025-12-15
OTC|AHANS|ARRIVED HOMES LLC MEMBERSHIP INT SER ABERNANT Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|885|55|2025-12-15
OTC|AHARS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ARAMIS|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1895|87|2025-12-15
OTC|AHATS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ATHOS|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1205|92|2025-12-15
OTC|AHBCS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER BARCLAY|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1028|95|2025-12-15
OTC|AHBFS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER BRADFORD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|3027|63|2025-12-15
OTC|AHBXS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER BOXWOOD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|230|23|2025-12-15
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|ARCA GLOBAL OTC|ARCA|7510|65|2025-12-15
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|OTCN OTC LINK NQB IDQS|OTCN|1100|11|2025-12-15
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|OTCX OTC LINK ECN ATS|OTCX|900|9|2025-12-15
OTC|AHCMS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER COMMODORE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|924|56|2025-12-15
OTC|AHEIS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ELLIE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|645|72|2025-12-15
OTC|AHEWS|ARRIVED HOMES LLC MEMBERSHIP INT SER EASTWOOD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|910|76|2025-12-15
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|6814|78|2025-12-15
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|1740|10|2025-12-15
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|2141|43|2025-12-15
OTC|AHFXS|ARRIVED HOMES LLC MEMBERSHIP INT SER FELIX Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|892|63|2025-12-15
OTC|AHGLS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER GLENNCREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|812|51|2025-12-15
OTC|AHGNS|ARRIVED HOMES LLC MEMBERSHIP INT SER GEN Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1973|98|2025-12-15
OTC|AHHMS|ARRIVED HOMES 5 LLC MEMBERSHIP INT SER CLARK|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|369|38|2025-12-15
